iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
USA,North America,United States,25-11-20,331002647,12893485,183287,178450.429,264320,2263,1736,38952.815,553.733,539.121,798.543,6.837,5.245,1.04,20820,62.9,87023,262.907,,,,
USA,North America,United States,26-11-20,331002647,13005807,112322,167132.429,265705,1385,1640.714,39292.154,339.339,504.928,802.728,4.184,4.957,1.01,21019,63.501,86484,261.279,,,,
USA,North America,United States,27-11-20,331002647,13213995,208188,168545.429,267254,1549,1582.429,39921.116,628.962,509.197,807.407,4.68,4.781,1.03,21320,64.41,88040,265.98,,,,
USA,North America,United States,28-11-20,331002647,13369528,155533,165153.857,268614,1360,1545.429,40391,469.884,498.95,811.516,4.109,4.669,1.04,21475,64.879,89512,270.427,,,,
USA,North America,United States,29-11-20,331002647,13509762,140234,164218.143,269650,1036,1546,40814.665,423.664,496.123,814.646,3.13,4.671,1.06,21918,66.217,92377,279.082,,,86864,262.427
USA,North America,United States,30-11-20,331002647,13670332,160570,162235.429,270996,1346,1581.143,41299.766,485.102,490.133,818.712,4.066,4.777,1.08,22489,67.942,94968,286.91,,,,
USA,North America,United States,01-12-20,331002647,13858551,188219,164050.429,273540,2544,1640.429,41868.399,568.633,495.617,826.398,7.686,4.956,1.11,22865,69.078,96539,291.656,,,,
USA,North America,United States,02-12-20,331002647,14061108,202557,166803.286,276352,2812,1718.857,42480.349,611.95,503.933,834.894,8.495,5.193,1.13,22974,69.407,97711,295.197,,,,
USA,North America,United States,03-12-20,331002647,14284721,223613,182702,279305,2953,1942.857,43155.912,675.563,551.965,843.815,8.921,5.87,1.15,23049,69.634,97744,295.297,,,,
USA,North America,United States,04-12-20,331002647,14517506,232785,186215.857,282004,2699,2107.143,43859.184,703.272,562.581,851.969,8.154,6.366,1.14,23125,69.863,98047,296.212,,,,
USA,North America,United States,05-12-20,331002647,14733048,215542,194788.571,284357,2353,2249,44510.363,651.179,588.48,859.078,7.109,6.795,1.14,23180,70.03,97175,293.578,,,,
USA,North America,United States,06-12-20,331002647,14914060,181012,200614,285703,1346,2293.286,45057.223,546.86,606.08,863.144,4.066,6.928,1.13,23444,70.827,98567,297.783,,,94593,285.777
USA,North America,United States,07-12-20,331002647,15108918,194858,205512.286,287307,1604,2330.143,45645.913,588.69,620.878,867.99,4.846,7.04,1.12,23904,72.217,100929,304.919,,,,
USA,North America,United States,08-12-20,331002647,15333410,224492,210694.143,289926,2619,2340.857,46324.131,678.218,636.533,875.902,7.912,7.072,1.11,24259,73.289,102530,309.756,,,,
USA,North America,United States,09-12-20,331002647,15555949,222539,213548.714,293108,3182,2393.714,46996.449,672.318,645.157,885.516,9.613,7.232,1.1,24611,74.353,104201,314.804,,,,
USA,North America,United States,10-12-20,331002647,15787464,231515,214677.571,296103,2995,2399.714,47695.884,699.435,648.568,894.564,9.048,7.25,1.09,24643,74.45,104910,316.946,,,,
USA,North America,United States,11-12-20,331002647,16027441,239977,215705,299520,3417,2502.286,48420.885,725,651.672,904.887,10.323,7.56,1.08,24750,74.773,105479,318.665,,,,
USA,North America,United States,12-12-20,331002647,16245026,217585,215996.857,301979,2459,2517.429,49078.236,657.351,652.553,912.316,7.429,7.605,1.07,24650,74.471,105210,317.852,,,,
USA,North America,United States,13-12-20,331002647,16432729,187703,216952.714,303605,1626,2557.429,49645.31,567.074,655.441,917.228,4.912,7.726,1.06,25098,75.824,107259,324.043,,,101640,307.067
USA,North America,United States,14-12-20,331002647,16627550,194821,216947.429,305255,1650,2564,50233.888,588.578,655.425,922.213,4.985,7.746,1.05,25585,77.295,109528,330.898,,,,
USA,North America,United States,15-12-20,331002647,16836556,209006,214735.143,308372,3117,2635.143,50865.321,631.433,648.741,931.63,9.417,7.961,1.04,25825,78.021,110898,335.037,,,,
USA,North America,United States,16-12-20,331002647,17083256,246700,218186.714,312036,3664,2704,51610.633,745.311,659.169,942.699,11.069,8.169,1.04,25979,78.486,111868,337.967,,,,
USA,North America,United States,17-12-20,331002647,17322981,239725,219359.571,315535,3499,2776,52334.872,724.239,662.712,953.27,10.571,8.387,1.03,25903,78.256,112311,339.305,,,,
USA,North America,United States,18-12-20,331002647,17574950,251969,221072.714,318500,2965,2711.429,53096.101,761.23,667.888,962.228,8.958,8.192,1.02,25965,78.443,112002,338.372,,,,
USA,North America,United States,19-12-20,331002647,17766856,191906,217404.286,321153,2653,2739.143,53675.873,579.772,656.805,970.243,8.015,8.275,0.99,25819,78.002,110970,335.254,,,,
USA,North America,United States,20-12-20,331002647,17954675,187819,217420.857,322867,1714,2751.714,54243.297,567.424,656.855,975.421,5.178,8.313,0.99,26072,78.767,112308,339.296,,,104988,317.182
USA,North America,United States,21-12-20,331002647,18153724,199049,218024.857,324783,1916,2789.714,54844.649,601.352,658.68,981.21,5.788,8.428,0.97,26447,79.9,114526,345.997,,,,
USA,North America,United States,22-12-20,331002647,18351735,198011,216454.143,328182,3399,2830,55442.865,598.216,653.935,991.478,10.269,8.55,0.96,26754,80.827,117344,354.511,,,,
USA,North America,United States,23-12-20,331002647,18581353,229618,214013.857,331606,3424,2795.714,56136.569,693.704,646.562,1001.823,10.344,8.446,0.94,26951,81.422,117927,356.272,,,,
USA,North America,United States,24-12-20,331002647,18775557,194204,207510.857,334512,2906,2711,56723.284,586.714,626.916,1010.602,8.779,8.19,0.92,26722,80.73,116153,350.913,,,,
USA,North America,United States,25-12-20,331002647,18873203,97646,185464.714,335937,1425,2491,57018.284,295.001,560.312,1014.907,4.305,7.526,0.91,26570,80.271,113311,342.327,,,,
USA,North America,United States,26-12-20,331002647,19099491,226288,190376.429,337821,1884,2381.143,57701.928,683.644,575.151,1020.599,5.692,7.194,0.94,26732,80.761,115369,348.544,,,,
USA,North America,United States,27-12-20,331002647,19255126,155635,185778.714,339248,1427,2340.143,58172.121,470.193,561.261,1024.91,4.311,7.07,0.97,27096,81.86,118924,359.284,,,106330,321.236
USA,North America,United States,28-12-20,331002647,19429760,174634,182290.857,341251,2003,2352.571,58699.712,527.591,550.723,1030.962,6.051,7.107,1,27518,83.135,121227,366.242,,,,
USA,North America,United States,29-12-20,331002647,19630012,200252,182611,344882,3631,2385.714,59304.698,604.986,551.69,1041.931,10.97,7.208,1.02,27783,83.936,122477,370.018,,,,
USA,North America,United States,30-12-20,331002647,19863696,233684,183191.857,348613,3731,2429.571,60010.686,705.988,553.445,1053.203,11.272,7.34,1.04,27706,83.703,123725,373.789,,,,
USA,North America,United States,31-12-20,331002647,20099363,235667,189115.143,352093,3480,2511.571,60722.665,711.979,571.34,1063.717,10.514,7.588,1.06,27706,83.703,123062,371.786,,,,
USA,North America,United States,01-01-21,331002647,20252991,153628,197112.571,354242,2149,2615,61186.795,464.129,595.501,1070.209,6.492,7.9,1.07,27426,82.857,120802,364.958,,,,
USA,North America,United States,02-01-21,331002647,20553301,300310,207687.143,356749,2507,2704,62094.068,907.274,627.449,1077.783,7.574,8.169,1.1,27583,83.332,122532,370.184,,,,
USA,North America,United States,03-01-21,331002647,20762047,208746,215274.429,358196,1447,2706.857,62724.716,630.648,650.371,1082.154,4.372,8.178,1.11,28022,84.658,125472,379.066,,,112327,339.354
USA,North America,United States,04-01-21,331002647,20946329,184282,216652.714,360288,2092,2719.571,63281.455,556.739,654.535,1088.475,6.32,8.216,1.1,28286,85.456,127349,384.737,,,,
USA,North America,United States,05-01-21,331002647,21181440,235111,221632.571,364002,3714,2731.429,63991.754,710.299,669.579,1099.695,11.22,8.252,1.11,28543,86.232,128766,389.018,,,,
USA,North America,United States,06-01-21,331002647,21436884,255444,224741.143,367928,3926,2759.286,64763.482,771.728,678.971,1111.556,11.861,8.336,1.11,28639,86.522,129800,392.142,,,,
USA,North America,United States,07-01-21,331002647,21715174,278290,230830.143,371913,3985,2831.429,65604.231,840.749,697.366,1123.595,12.039,8.554,1.11,28469,86.008,128673,388.737,,,,
USA,North America,United States,08-01-21,331002647,22010389,295215,251056.857,376020,4107,3111.143,66496.112,891.881,758.474,1136.003,12.408,9.399,1.11,28383,85.749,127776,386.027,,,,
USA,North America,United States,09-01-21,331002647,22271084,260695,245397.571,379341,3321,3227.429,67283.704,787.592,741.376,1146.036,10.033,9.75,1.07,28188,85.159,126219,381.323,,,,
USA,North America,United States,10-01-21,331002647,22484332,213248,246040.714,381340,1999,3306.286,67927.952,644.249,743.319,1152.075,6.039,9.989,1.05,28384,85.752,126446,382.009,,,116374,351.58
USA,North America,United States,11-01-21,331002647,22699326,214994,250428.143,383443,2103,3307.857,68577.476,649.524,756.574,1158.429,6.353,9.993,1.02,28746,86.845,127540,385.314,,,,
USA,North America,United States,12-01-21,331002647,22926246,226920,249258,387917,4474,3416.429,69263.029,685.553,753.039,1171.945,13.517,10.321,0.99,28869,87.217,126951,383.535,,,,
USA,North America,United States,13-01-21,331002647,23156608,230362,245674.857,391946,4029,3431.143,69958.981,695.952,742.214,1184.117,12.172,10.366,0.97,28740,86.827,126425,381.946,,,,
USA,North America,United States,14-01-21,331002647,23392315,235707,239591.571,395932,3986,3431.286,70671.081,712.1,723.836,1196.16,12.042,10.366,0.94,28536,86.211,124588,376.396,,,,
USA,North America,United States,15-01-21,331002647,23635046,242731,232093.857,399824,3892,3400.571,71404.402,733.32,701.184,1207.918,11.758,10.274,0.93,30028,90.718,123595,373.396,,,,
USA,North America,United States,16-01-21,331002647,23836726,201680,223663.143,403228,3404,3412.429,72013.702,609.3,675.714,1218.202,10.284,10.309,0.9,28110,84.924,120922,365.32,,,,
USA,North America,United States,17-01-21,331002647,24014508,177782,218596.571,405125,1897,3397.857,72550.803,537.101,660.407,1223.933,5.731,10.265,0.89,27889,84.256,120678,364.583,,,108739,328.514
USA,North America,United States,18-01-21,331002647,24157924,143416,208371.143,406660,1535,3316.714,72984.081,433.278,629.515,1228.57,4.637,10.02,0.87,27848,84.132,120372,363.659,,,,
USA,North America,United States,19-01-21,331002647,24334630,176706,201197.714,409392,2732,3067.857,73517.932,533.851,607.843,1236.824,8.254,9.268,0.86,27579,83.32,119212,360.154,,,,
USA,North America,United States,20-01-21,331002647,24517866,183236,194465.429,413800,4408,3122,74071.51,553.579,587.504,1250.141,13.317,9.432,0.86,26984,81.522,117033,353.571,,,,
USA,North America,United States,21-01-21,331002647,24711684,193818,188481.286,418004,4204,3153.143,74657.059,585.548,569.425,1262.842,12.701,9.526,0.85,26492,80.036,113872,344.021,,,,
USA,North America,United States,22-01-21,331002647,24902437,190753,181055.857,421849,3845,3146.429,75233.347,576.288,546.992,1274.458,11.616,9.506,0.85,25997,78.54,111632,337.254,,,,
USA,North America,United States,23-01-21,331002647,25073050,170613,176617.714,425194,3345,3138,75748.79,515.443,533.584,1284.564,10.106,9.48,0.85,25354,76.598,107544,324.904,,,,
USA,North America,United States,24-01-21,331002647,25204112,131062,169943.429,427093,1899,3138.286,76144.745,395.955,513.42,1290.301,5.737,9.481,0.85,25117,75.882,106885,322.913,,,93982,283.931
USA,North America,United States,25-01-21,331002647,25356081,151969,171165.286,429066,1973,3200.857,76603.862,459.117,517.112,1296.262,5.961,9.67,0.85,24990,75.498,106090,320.511,,,,
USA,North America,United States,26-01-21,331002647,25503621,147540,166998.714,433073,4007,3383,77049.598,445.737,504.524,1308.367,12.106,10.22,0.85,24880,75.166,104417,315.457,,,,
USA,North America,United States,27-01-21,331002647,25657566,153945,162814.286,437033,3960,3319,77514.685,465.087,491.882,1320.331,11.964,10.027,0.84,24344,73.546,102464,309.556,,,,
USA,North America,United States,28-01-21,331002647,25826176,168610,159213.143,441070,4037,3295.143,78024.077,509.392,481.003,1332.527,12.196,9.955,0.84,23773,71.821,99874,301.732,,,,
USA,North America,United States,29-01-21,331002647,25992744,166568,155758.143,444704,3634,3265,78527.3,503.223,470.565,1343.506,10.979,9.864,0.84,23174,70.012,96092,290.306,,,,
USA,North America,United States,30-01-21,331002647,26135056,142312,151715.143,447490,2786,3185.143,78957.242,429.942,458.35,1351.923,8.417,9.623,0.83,22690,68.549,92364,279.043,,,,
USA,North America,United States,31-01-21,331002647,26247053,111997,148991.571,449341,1851,3178.286,79295.599,338.357,450.122,1357.515,5.592,9.602,0.83,22478,67.909,91293,275.807,,,80591,243.475
USA,North America,United States,01-02-21,331002647,26382255,135202,146596.286,451408,2067,3191.714,79704.06,408.462,442.886,1363.759,6.245,9.643,0.82,22230,67.16,90460,273.291,,,,
USA,North America,United States,02-02-21,331002647,26497588,115333,141995.286,454837,3429,3109.143,80052.496,348.435,428.985,1374.119,10.359,9.393,0.81,21749,65.706,88831,268.369,,,,
USA,North America,United States,03-02-21,331002647,26619229,121641,137380.429,458743,3906,3101.429,80419.988,367.493,415.043,1385.919,11.801,9.37,0.8,21396,64.64,87126,263.218,,,,
USA,North America,United States,04-02-21,331002647,26743204,123975,131004,462479,3736,3058.429,80794.532,374.544,395.779,1397.206,11.287,9.24,0.79,20861,63.024,84429,255.07,,,,
USA,North America,United States,05-02-21,331002647,26877601,134397,126408.143,466167,3688,3066.143,81200.562,406.03,381.895,1408.348,11.142,9.263,0.79,20344,61.462,81926,247.509,,,,
USA,North America,United States,06-02-21,331002647,26981588,103987,120933.143,468808,2641,3045.429,81514.72,314.158,365.354,1416.327,7.979,9.201,0.78,19856,59.987,78917,238.418,,,,
USA,North America,United States,07-02-21,331002647,27071236,89648,117740.429,470244,1436,2986.143,81785.557,270.838,355.708,1420.665,4.338,9.022,0.78,19371,58.522,77710,234.772,,,69078,208.693
USA,North America,United States,08-02-21,331002647,27161551,90315,111328,471861,1617,2921.857,82058.41,272.853,336.336,1425.551,4.885,8.827,0.78,19330,58.398,76715,231.766,,,,
USA,North America,United States,09-02-21,331002647,27257183,95632,108513.571,474935,3074,2871.143,82347.326,288.916,327.833,1434.837,9.287,8.674,0.78,18935,57.205,74462,224.959,,,,
USA,North America,United States,10-02-21,331002647,27352360,95177,104733,478245,3310,2786,82634.868,287.542,316.411,1444.837,10,8.417,0.77,18314,55.329,72662,219.521,,,,
USA,North America,United States,11-02-21,331002647,27458120,105760,102130.857,481452,3207,2710.429,82954.382,319.514,308.55,1454.526,9.689,8.189,0.77,17717,53.525,69897,211.167,,,,
USA,North America,United States,12-02-21,331002647,27557758,99638,97165.286,484381,2929,2602,83255.401,301.019,293.548,1463.375,8.849,7.861,0.76,17336,52.374,67309,203.349,,,,
USA,North America,United States,13-02-21,331002647,27644880,87122,94756,486579,2198,2538.714,83518.607,263.206,286.27,1470.015,6.64,7.67,0.75,16865,50.951,64653,195.325,,,,
USA,North America,United States,14-02-21,331002647,27709901,65021,91237.857,487740,1161,2499.429,83715.044,196.436,275.641,1473.523,3.508,7.551,0.74,16357,49.417,63231,191.029,,,55608,167.999
USA,North America,United States,15-02-21,331002647,27764087,54186,86076.571,488698,958,2405.286,83878.746,163.703,260.048,1476.417,2.894,7.267,0.73,16225,49.018,62058,187.485,,,,
USA,North America,United States,16-02-21,331002647,27826806,62719,81374.714,490446,1748,2215.857,84068.228,189.482,245.843,1481.698,5.281,6.694,0.73,15916,48.084,61353,185.355,,,,
USA,North America,United States,17-02-21,331002647,27896924,70118,77794.857,492851,2405,2086.571,84280.063,211.835,235.028,1488.964,7.266,6.304,0.74,15568,47.033,62080,187.551,,,,
USA,North America,United States,18-02-21,331002647,27966848,69924,72675.429,495370,2519,1988.286,84491.312,211.249,219.561,1496.574,7.61,6.007,0.76,15017,45.368,58156,175.696,,,,
USA,North America,United States,19-02-21,331002647,28046145,79297,69769.571,498001,2631,1945.714,84730.878,239.566,210.783,1504.523,7.949,5.878,0.79,14480,43.746,56675,171.222,,,,
USA,North America,United States,20-02-21,331002647,28117670,71525,67541.429,499819,1818,1891.429,84946.964,216.086,204.051,1510.015,5.492,5.714,0.82,14095,42.583,54265,163.941,,,,
USA,North America,United States,21-02-21,331002647,28174750,57080,66407,501066,1247,1903.714,85119.41,172.446,200.624,1513.782,3.767,5.751,0.84,13715,41.435,53519,161.688,,,46423,140.25
USA,North America,United States,22-02-21,331002647,28230970,56220,66697.571,502389,1323,1955.857,85289.258,169.848,201.502,1517.779,3.997,5.909,0.85,13652,41.244,52880,159.757,,,,
USA,North America,United States,23-02-21,331002647,28303233,72263,68061,504663,2274,2031,85507.573,218.315,205.621,1524.649,6.87,6.136,0.87,13334,40.284,51820,156.555,,,,
USA,North America,United States,24-02-21,331002647,28377965,74732,68720.143,507841,3178,2141.429,85733.348,225.775,207.612,1534.251,9.601,6.47,0.88,12878,38.906,50791,153.446,,,,
USA,North America,United States,25-02-21,331002647,28455466,77501,69802.571,510287,2446,2131,85967.488,234.14,210.882,1541.64,7.39,6.438,0.89,12448,37.607,48973,147.953,,,,
USA,North America,United States,26-02-21,331002647,28532812,77346,69523.857,512355,2068,2050.571,86201.16,233.672,210.04,1547.888,6.248,6.195,0.89,12150,36.707,47139,142.413,,,,
USA,North America,United States,27-02-21,331002647,28597387,64575,68531,513870,1515,2007.286,86396.249,195.089,207.041,1552.465,4.577,6.064,0.89,11713,35.386,45258,136.73,,,,
USA,North America,United States,28-02-21,331002647,28648744,51357,67713.429,514964,1094,1985.429,86551.405,155.156,204.571,1555.77,3.305,5.998,0.89,11551,34.897,44802,135.352,,,41724,126.053
USA,North America,United States,01-03-21,331002647,28706973,58229,68000.429,516483,1519,2013.429,86727.322,175.917,205.438,1560.359,4.589,6.083,0.89,11355,34.305,43662,131.908,,,,
USA,North America,United States,02-03-21,331002647,28764033,57060,65828.571,518433,1950,1967.143,86899.707,172.385,198.876,1566.25,5.891,5.943,0.88,11029,33.32,42596,128.688,,,,
USA,North America,United States,03-03-21,331002647,28831226,67193,64751.571,520924,2491,1869,87102.705,202.998,195.623,1573.776,7.526,5.646,0.88,10745,32.462,42098,127.183,,,,
USA,North America,United States,04-03-21,331002647,28899277,68051,63401.571,522862,1938,1796.429,87308.296,205.591,191.544,1579.631,5.855,5.427,0.88,10542,31.849,40122,121.214,,,,
USA,North America,United States,05-03-21,331002647,28965728,66451,61845.143,524647,1785,1756,87509.052,200.757,186.842,1585.024,5.393,5.305,0.88,10307,31.139,39479,119.271,,,,
USA,North America,United States,06-03-21,331002647,29023931,58203,60934.857,526153,1506,1754.714,87684.891,175.838,184.092,1589.573,4.55,5.301,0.88,10007,30.232,38125,115.18,,,,
USA,North America,United States,07-03-21,331002647,29064938,41007,59456.286,526851,698,1698.143,87808.778,123.887,179.625,1591.682,2.109,5.13,0.88,9829,29.695,37717,113.948,,,35537,107.362
USA,North America,United States,08-03-21,331002647,29109974,45036,57571.571,527591,740,1586.857,87944.837,136.059,173.931,1593.918,2.236,4.794,0.88,9777,29.538,37598,113.588,,,,
USA,North America,United States,09-03-21,331002647,29167616,57642,57654.714,529398,1807,1566.429,88118.981,174.144,174.182,1599.377,5.459,4.732,0.9,9604,29.015,36960,111.661,,,,
USA,North America,United States,10-03-21,331002647,29225536,57920,56330,530969,1571,1435,88293.965,174.983,170.18,1604.123,4.746,4.335,0.9,9446,28.538,36588,110.537,,,,
USA,North America,United States,11-03-21,331002647,29288010,62474,55533.286,532536,1567,1382,88482.706,188.742,167.773,1608.857,4.734,4.175,0.91,9233,27.894,35859,108.334,,,,
USA,North America,United States,12-03-21,331002647,29349533,61523,54829.286,534106,1570,1351.286,88668.575,185.869,165.646,1613.6,4.743,4.082,0.92,9112,27.528,35574,107.473,,,,
USA,North America,United States,13-03-21,331002647,29402465,52932,54076.286,535102,996,1278.429,88828.489,159.914,163.371,1616.609,3.009,3.862,0.93,8891,26.861,34608,104.555,,,,
USA,North America,United States,14-03-21,331002647,29440686,38221,53678.286,535682,580,1261.571,88943.959,115.47,162.169,1618.362,1.752,3.811,0.95,8755,26.45,34380,103.866,,,33644,101.643
USA,North America,United States,15-03-21,331002647,29497352,56666,55339.714,536438,756,1263.857,89115.154,171.195,167.188,1620.646,2.284,3.818,0.96,8781,26.528,34645,104.667,,,,
USA,North America,United States,16-03-21,331002647,29551309,53957,54813.286,537615,1177,1173.857,89278.165,163.011,165.598,1624.202,3.556,3.546,0.96,8724,26.356,34499,104.226,,,,
USA,North America,United States,17-03-21,331002647,29610445,59136,54987,538847,1232,1125.429,89456.822,178.657,166.123,1627.924,3.722,3.4,0.96,8678,26.217,34545,104.365,,,,
USA,North America,United States,18-03-21,331002647,29670983,60538,54710.429,540511,1664,1139.286,89639.715,182.893,165.287,1632.951,5.027,3.442,0.97,8515,25.725,34060,102.899,,,,
USA,North America,United States,19-03-21,331002647,29732612,61629,54725.571,541658,1147,1078.857,89825.904,186.189,165.333,1636.416,3.465,3.259,0.98,8413,25.417,33991,102.691,,,,
USA,North America,United States,20-03-21,331002647,29787986,55374,55074.429,542400,742,1042.571,89993.196,167.292,166.387,1638.658,2.242,3.15,1,8230,24.864,33164,100.193,,,,
USA,North America,United States,21-03-21,331002647,29821754,33768,54438.286,542839,439,1022.429,90095.213,102.017,164.465,1639.984,1.326,3.089,1.01,8113,24.51,33224,100.374,,,33046,99.836
USA,North America,United States,22-03-21,331002647,29873347,51593,53713.571,543558,719,1017.143,90251.082,155.869,162.275,1642.156,2.172,3.073,1.03,8341,25.199,33664,101.703,,,,
USA,North America,United States,23-03-21,331002647,29926950,53603,53663,544434,876,974.143,90413.023,161.941,162.123,1644.803,2.647,2.943,1.06,8369,25.284,33921,102.48,,,,
USA,North America,United States,24-03-21,331002647,30013910,86960,57637.857,545946,1512,1014.143,90675.74,262.717,174.131,1649.37,4.568,3.064,1.1,8488,25.643,34291,103.597,,,,
USA,North America,United States,25-03-21,331002647,30081375,67465,58627.429,547356,1410,977.857,90879.56,203.82,177.121,1653.63,4.26,2.954,1.1,8337,25.187,34286,103.582,,,,
USA,North America,United States,26-03-21,331002647,30158696,77321,60869.143,548507,1151,978.429,91113.157,233.596,183.893,1657.108,3.477,2.956,1.09,8331,25.169,34556,104.398,,,,
USA,North America,United States,27-03-21,331002647,30221396,62700,61915.714,549294,787,984.857,91302.581,189.424,187.055,1659.485,2.378,2.975,1.08,8202,24.779,33916,102.464,,,,
USA,North America,United States,28-03-21,331002647,30264493,43097,63248.429,549816,522,996.714,91432.782,130.201,191.081,1661.062,1.577,3.011,1.08,8364,25.269,34482,104.174,,,35250,106.495
USA,North America,United States,29-03-21,331002647,30333922,69429,65796.429,550525,709,995.286,91642.536,209.754,198.779,1663.204,2.142,3.007,1.07,8460,25.559,34982,105.685,,,,
USA,North America,United States,30-03-21,331002647,30395171,61249,66888.714,551407,882,996.143,91827.577,185.041,202.079,1665.869,2.665,3.009,1.06,8578,25.915,35387,106.909,,,,
USA,North America,United States,31-03-21,331002647,30462210,67039,64042.857,552495,1088,935.571,92030.11,202.533,193.481,1669.156,3.287,2.826,1.04,8506,25.698,35529,107.338,,,,
USA,North America,United States,01-04-21,331002647,30541255,79045,65697.143,553570,1075,887.714,92268.915,238.805,198.479,1672.404,3.248,2.682,1.05,8484,25.631,35569,107.458,,,,
USA,North America,United States,02-04-21,331002647,30611086,69831,64627.143,554520,950,859,92479.883,210.968,195.247,1675.274,2.87,2.595,1.04,8472,25.595,35572,107.467,,,,
USA,North America,United States,03-04-21,331002647,30674153,63067,64679.571,555254,734,851.429,92670.416,190.533,195.405,1677.491,2.218,2.572,1.04,8534,25.782,35151,106.196,,,,
USA,North America,United States,04-04-21,331002647,30709125,34972,63518.857,555543,289,818.143,92776.071,105.655,191.898,1678.364,0.873,2.472,1.04,8603,25.991,35630,107.643,,,36306,109.685
USA,North America,United States,05-04-21,331002647,30786804,77679,64697.429,556056,513,790.143,93010.749,234.678,195.459,1679.914,1.55,2.387,1.05,8881,26.831,36474,110.192,,,,
USA,North America,United States,06-04-21,331002647,30847348,60544,64596.714,556910,854,786.143,93193.66,182.911,195.155,1682.494,2.58,2.375,1.05,9008,27.214,37356,112.857,,,,
USA,North America,United States,07-04-21,331002647,30922386,75038,65739.429,559496,2586,1000.143,93420.359,226.699,198.607,1690.307,7.813,3.022,1.06,9033,27.29,37771,114.111,,,,
USA,North America,United States,08-04-21,331002647,31002264,79878,65858.429,560508,1012,991.143,93661.68,241.321,198.966,1693.364,3.057,2.994,1.06,9192,27.77,37887,114.461,,,,
USA,North America,United States,09-04-21,331002647,31084962,82698,67696.571,561388,880,981.143,93911.521,249.841,204.52,1696.023,2.659,2.964,1.06,9145,27.628,37793,114.177,,,,
USA,North America,United States,10-04-21,331002647,31151497,66535,68192,562101,713,978.143,94112.531,201.01,206.016,1698.177,2.154,2.955,1.05,9139,27.61,37546,113.431,,,,
USA,North America,United States,11-04-21,331002647,31197877,46380,69821.714,562390,289,978.143,94252.651,140.12,210.94,1699.05,0.873,2.955,1.05,9239,27.912,38024,114.875,,,39216,118.476
USA,North America,United States,12-04-21,331002647,31268107,70230,68757.571,562861,471,972.143,94464.825,212.174,207.725,1700.473,1.423,2.937,1.04,9455,28.565,38856,117.389,,,,
USA,North America,United States,13-04-21,331002647,31345985,77878,71233.857,563688,827,968.286,94700.104,235.279,215.206,1702.971,2.498,2.925,1.03,9545,28.837,39139,118.244,,,,
USA,North America,United States,14-04-21,331002647,31421360,75375,71282,564646,958,735.714,94927.821,227.717,215.352,1705.866,2.894,2.223,1.01,9582,28.948,40908,123.588,,,,
USA,North America,United States,15-04-21,331002647,31495649,74289,70483.571,565539,893,718.714,95152.257,224.436,212.94,1708.563,2.698,2.171,0.99,9479,28.637,39133,118.226,,,,
USA,North America,United States,16-04-21,331002647,31575640,79991,70096.857,566405,866,716.714,95393.92,241.663,211.771,1711.18,2.616,2.165,0.97,9534,28.803,39356,118.899,,,,
USA,North America,United States,17-04-21,331002647,31628013,52373,68073.714,567086,681,712.143,95552.145,158.225,205.659,1713.237,2.057,2.151,0.95,9560,28.882,38989,117.791,,,,
USA,North America,United States,18-04-21,331002647,31670031,42018,67450.571,567404,318,716.286,95679.087,126.942,203.777,1714.198,0.961,2.164,0.95,9644,29.136,39430,119.123,,,39923,120.612
USA,North America,United States,19-04-21,331002647,31737964,67933,67122.429,567886,482,717.857,95884.321,205.234,202.785,1715.654,1.456,2.169,0.94,9835,29.713,40167,121.349,,,,
USA,North America,United States,20-04-21,331002647,31799237,61273,64750.286,568711,825,717.571,96069.434,185.113,195.619,1718.146,2.492,2.168,0.92,9926,29.988,40144,121.28,,,,
USA,North America,United States,21-04-21,331002647,31862094,62857,62962,569555,844,701.286,96259.333,189.899,190.216,1720.696,2.55,2.119,0.91,9924,29.982,39981,120.788,,,,
USA,North America,United States,22-04-21,331002647,31929351,67257,61957.429,570499,944,708.571,96462.525,203.192,187.181,1723.548,2.852,2.141,0.89,9849,29.755,39136,118.235,,,,
USA,North America,United States,23-04-21,331002647,31991750,62399,59444.286,571263,764,694,96651.04,188.515,179.589,1725.856,2.308,2.097,0.89,9712,29.341,38472,116.229,,,,
USA,North America,United States,24-04-21,331002647,32045113,53363,59585.714,571987,724,700.143,96812.256,161.216,180.016,1728.044,2.187,2.115,0.88,9580,28.942,37273,112.606,,,,
USA,North America,United States,25-04-21,331002647,32077178,32065,58163.857,572266,279,694.571,96909.128,96.872,175.72,1728.886,0.843,2.098,0.87,9545,28.837,37200,112.386,,,37196,112.374
USA,North America,United States,26-04-21,331002647,32124869,47691,55272.143,572740,474,693.429,97053.209,144.08,166.984,1730.318,1.432,2.095,0.86,9756,29.474,37445,113.126,,,,
USA,North America,United States,27-04-21,331002647,32175725,50856,53784,573381,641,667.143,97206.851,153.642,162.488,1732.255,1.937,2.016,0.87,9682,29.251,37193,112.365,,,,
